vin,car_make,car_year,car_color
WAU2GAFC4DN012055,Volvo,1992,Crimson
WP0CA2A8XAS129377,Mazda,1996,Green
W04GP5EC0B1146853,,,Turquoise
WVWBB7AJ4DW935687,Mazda,1997,Puce
1C3CCBCGXDN671567,Hummer,2002,Yellow
WAUDH78E36A804439,Honda,2003,Aquamarine
1FBNE3BL4BD982645,Honda,1995,Mauv
1FTSX2B59AE205570,,,Indigo
1G6AG5RX1D0225078,Mercedes-Benz,2012,Maroon
1G6KD54Y84U455139,Ram,2012,Fuscia
3VW4T7AT8EM006656,Chevrolet,2009,Turquoise
1FTNF1E88AK287521,Volkswagen,1999,Khaki
3C4PDCAB6FT567619,,,Blue
1G4PP5SK2C4828078,Chevrolet,2003,Orange
KMHHT6KD2DU458632,Mitsubishi,2010,Maroon
5NPDH4AE1DH121706,BMW,2005,
3D73M3HL4BG472353,Mazda,2003,Blue
3N1AB7AP7FY945774,Chevrolet,2002,Teal
WBAWR33589P935504,Honda,2009,Mauv
WAUKF98E38A589575,Acura,2007,Turquoise
WBAWL73568P222785,Pontiac,1961,Yellow
SAJWA0FS6FP688023,,,Orange
1NXBU4EE9AZ689308,Saab,2007,
TRUUT28N741582558,Mercedes-Benz,2009,Violet
1C4NJCBA2ED600934,Chrysler,2003,Purple
4T1BD1FK9CU709997,Nissan,2009,
5TDDCRFHXES355921,Toyota,2007,Fuscia
KL4CJASB3DB866634,BMW,2011,Aquamarine
3VW1K7AJ5EM537009,Dodge,1994,Green
WA1LMBFE3DD869961,,,Red
WBAGH034X1D303946,Nissan,2004,Turquoise
3VW467AT1DM935531,Volvo,2003,Orange
WAUFEAFM8AA599332,Kia,2013,Purple
2FMDK4AC3AB260817,Mercury,1994,
WAULL44E06N489347,Mercury,2003,
SAJWA1CB5BL363326,Mazda,1993,Red
1FTEX1C87AF410427,,,Red
WA1BV94L08D644406,Mercury,2006,Mauv
WVWAP7AN2DE982531,Isuzu,1998,Khaki
WAUAFAFLXEA108070,Pontiac,1996,Puce
JTHKD5BH5B2281103,Subaru,2009,
WBAKG7C50DE727018,GMC,1993,Yellow
JN1AJ0HP7AM446890,Mercedes-Benz,1994,Mauv
5N1AA0NC5DN506660,Volvo,1996,Orange
1G4GJ5G31CF168915,Dodge,2000,Blue
WAUFFBFL6BN529090,,,Indigo
2HNYD18254H763193,Suzuki,1999,
1G6DF577190741869,Hyundai,2010,Turquoise
WBAWL1C55AP882240,Lincoln,2009,Khaki
1G6AB5SA4F0506010,Toyota,2000,Puce
WBAFU9C50CC984437,Volvo,2002,Orange
SAJWJ0EF6E8803829,Nissan,2010,Mauv
JN1AZ4EH2EM727689,,,Turquoise
WBAUN93518V786532,Dodge,1993,Maroon
WUARL48H26K788215,Honda,2001,Goldenrod
WAUAH78EX8A486678,Honda,1990,
KMHD35LH8FU141435,Nissan,2012,Crimson
4USDU53568L988190,Toyota,2009,Blue
3N1BC1AP7BL943237,Maserati,2010,
YV4902NB2F1327318,Ford,2000,Turquoise
3GYFK66N66G098198,Pontiac,2000,Maroon
JN8AZ2KR0AT217537,Cadillac,2001,Mauv
WBAEV33423K291128,Oldsmobile,1994,Puce
WBABD53444P767322,Nissan,2005,Fuscia
WAUSF78EX6A170009,Pontiac,1990,Maroon
2G61P5S32F9934490,Toyota,1994,Pink
2D4RN7DG5BR765337,Ford,2010,
1GYFC43539R057568,Suzuki,2009,Orange
1G4HP54K844647831,Mitsubishi,2009,Purple
JM1GJ1T53F1954057,GMC,1998,Khaki
3FA6P0D96DR925800,Ford,2004,Purple
WAUEG94FX6N031933,Oldsmobile,2004,Pink
5UXFA535X2L476073,Lincoln,1989,Green
WAUKF98E56A572788,Pontiac,1999,Red
1G6DJ8E33D0618826,Saab,1987,Blue
WAUJ2AFD4FN493608,Acura,2006,
WVGEP9BP2FD862293,Volvo,2004,Indigo
1D7RE3BK1AS831446,Nissan,2004,Maroon
1N6AA0CH8DN149796,Mercedes-Benz,1984,Teal
WBALM7C51BE417972,Infiniti,2012,Khaki
1G6DM5E34C0684547,Cadillac,2005,Goldenrod
WBAWL73548P484465,Chrysler,1996,Fuscia
SALFP2BG0FH398955,Toyota,1995,
1FTSX2B52AE522672,Audi,2006,Maroon
WP0CA2A88BU895758,GMC,2008,
WAUDT94F65N460783,Lexus,1997,Yellow
1FMJK1G50DE935378,Chrysler,2011,Maroon
2V4RW3DGXBR729281,Chevrolet,1992,Yellow
KL4CJESB5DB921852,Hyundai,2001,Pink
SCFAD01E79G670931,,,Crimson
WAUEF98E58A157860,Pontiac,1986,Maroon
3GYFNFEY4BS104848,,,Crimson
WDDPK5HA5FF975334,Pontiac,1996,Green
WUAYU48H18K999627,Pontiac,1972,Indigo
WAUEFBFL2EA737152,Subaru,1984,Crimson
1G6AG5RX6F0018298,GMC,1992,Turquoise
1D7CW3GK4AS632015,,,Indigo
1FMJK1G54DE090308,BMW,1994,
WAUGL98E26A213946,,,Violet
1G6KE54Y92U640097,Mazda,2007,
WBAEN33483E341593,Buick,1990,Violet
1D7RV1CPXAS399860,Infiniti,2009,Maroon
1GKS1EEF7BR502443,Mercedes-Benz,2002,Puce
1G6AY5S39F0503197,Jeep,2007,Mauv
1B3BD4FBXBN844230,,,Pink
WBAAV53431F204742,,,Puce
WBA3R5C50EF470926,Mercedes-Benz,2011,Violet
5NPDH4AEXFH137292,Plymouth,1998,Fuscia
WAUEH74F87N729556,Chevrolet,2004,
WAUVC68E85A091176,,,Purple
WUARL48H15K220424,Volvo,1994,Puce
KMHD35LH8FU162446,Toyota,1993,Indigo
5FRYD3H6XEB462431,Toyota,1997,Orange
1D4SE6GT8BC238955,BMW,1993,Mauv
SCBCR73W79C956618,,,Mauv
JN1CV6EK3EM882554,Pontiac,1992,Pink
5YMGZ0C54D0841585,,,Blue
1G4GF5G30CF517967,Ford,2012,Puce
1G6DU6EV4A0067346,Maserati,1987,Puce
1G6AW5SX4E0297035,Volkswagen,2002,Purple
JH4CL95986C733032,Toyota,2009,Mauv
JM1NC2SF8F0311842,Mitsubishi,2010,Violet
YV1622FS8C2563955,Volvo,1996,Turquoise
KMHHT6KD4EU560029,Ford,1994,Goldenrod
1G4HP54K214064005,Volkswagen,1992,Turquoise
WVGEF9BP7ED838671,Lamborghini,2002,Violet
WAUCKAFR5AA213702,Dodge,1995,Goldenrod
1GYS4BEF9BR182876,Ford,1992,Red
2G4GS5EC9B9502390,Volkswagen,2004,Purple
1G6DG8EG1A0194933,GMC,2008,Indigo
WAUA2AFD1DN096998,Volvo,1997,Aquamarine
1G6DE5E51C0705790,Honda,1989,
3D7TT2CT6BG205316,Porsche,1986,Aquamarine
3GYFK12269G508520,Chevrolet,1995,
5GAKRBKD3EJ824250,Mercedes-Benz,1999,Aquamarine
WAUEFBFL7CN069774,GMC,1994,
1G6DA5E59C0131483,Bentley,2008,Maroon
5TDDK3DC5CS276435,,,
WDDUG7GB1FA619227,Cadillac,1999,
JN8AE2KP6F9750765,Pontiac,1971,Blue
JTDZN3EU5D3082611,GMC,2006,Teal
4F2CY0C71AK400816,Ford,2002,Red
JM1GJ1T61F1687994,Mercury,1985,
1G6AX5SX6E0288334,Chevrolet,1998,Aquamarine
JH4DC54814S074462,Ford,1990,Crimson
WVWBN7AN5FE361460,Ford,2001,
2G4GS5EC0B9476777,Dodge,1993,Goldenrod
WBANB33515B978069,Dodge,1992,Red
JTDKTUD35ED377242,Ford,1994,Yellow
1GYS4HEF9ER269930,Ford,1999,
2T1BU4EE8CC991659,Toyota,1995,Pink
1FT7W2A66EE952519,Toyota,2007,Crimson
WA1EV74L27D419176,,,Goldenrod
2FMDK3AK1EB913829,Lincoln,1990,Teal
JN1CV6EK6AM966118,Honda,2008,
3VWJX7AJ5AM115172,Chevrolet,2006,Green
2FMDK4AC2AB045283,Mercedes-Benz,2005,Turquoise
WA1WMAFPXEA280353,Pontiac,2003,Blue
WBAXA5C52ED577979,GMC,2002,
WBSBL93484P629868,Cadillac,2004,Mauv
3C4PDCDG6FT304828,Chevrolet,2008,Indigo
1G6DM5EV3A0728486,Jaguar,2009,Maroon
WA1AV94L97D463590,Mitsubishi,2002,Teal
1D7RE3GK2BS290238,Ford,2009,Blue
WA1VKBFP0AA469028,Buick,1995,
WBAKE3C50DE079081,Mazda,2002,Maroon
WA1WYAFE6AD201319,Mercedes-Benz,2006,Aquamarine
WAUAH94F17N311544,Dodge,1996,Khaki
KNADH5A33B6948910,Ford,1993,Crimson
5N1AT2ML8EC635609,Land Rover,1989,Teal
1GYS3AEF3DR336675,Jeep,1999,
SALVP2BG0FH218272,Suzuki,2009,Violet
WAUKH98E47A844002,BMW,2012,Crimson
WAUBFAFL6DA726585,Infiniti,2006,Khaki
WP0AA2A94ES821494,Lamborghini,2009,Green
1VWAH7A31EC460916,Toyota,2010,Blue
WAUEF98E47A281049,BMW,2006,Teal
3D73Y3CL4BG891542,Mitsubishi,2003,Orange
JN8AS5MT2BW147070,Mazda,2009,Maroon
WVWED7AJ7CW945006,GMC,2006,Aquamarine
WAUVC58E65A962165,Volkswagen,1995,Fuscia
1C3CDZAB8CN432546,Toyota,1995,Blue
WAUSF78EX7A971864,Chevrolet,2007,
1GYS4HEF3BR789570,GMC,2009,Turquoise
2G4G15GV1B9260177,Pontiac,2007,Violet
3D7JB1EK1BG702105,Toyota,1995,Purple
5N1AR2MM0FC081099,Nissan,2010,Fuscia
WAULT54B74N701928,,,Pink
1FMJK1H57EE273279,Ford,1986,Teal
2FMGK5DC2AB767268,Mazda,1988,
JTHBE1BL7F1256810,GMC,2007,Red
WUADUAFG2F7863420,Kia,1995,Maroon
3C63DRAL2CG495081,Nissan,1993,
1D7RB1GT4BS645710,Ford,1993,Turquoise
19UUA65534A463757,Nissan,2009,Green
1FTSW3B50AE931472,Mercury,1991,
YV4902DZXE2840985,Isuzu,1992,
3C6LD5AT0CG597875,Jeep,1998,Goldenrod
WBADS33433G028248,Saturn,2006,Maroon
1G6DC1E36E0279742,Honda,2002,Purple
YV4940BZ8E1224638,Mercedes-Benz,2011,Crimson
WAUDF98E46A616661,Lamborghini,2005,Yellow
1G6DP577560101964,Buick,1987,Aquamarine
JTHBE1BL5F1217651,Jaguar,2006,Crimson
WAUWKAFR3AA725956,Toyota,2011,Maroon
2T1BU4EE7DC123735,Mazda,1991,Teal
3LN6L2G98ER954130,Bentley,2006,
WBA3B5C51FP334630,Pontiac,1966,Violet
WAUEH98EX8A086388,Mercedes-Benz,1994,Orange
2T1BURHE8EC479024,Mercedes-Benz,1989,Violet
1GYS3HKJ4FR925478,Mitsubishi,2012,Violet
WAUEF78E56A012819,,,Indigo
1G6AJ5S34E0517074,Mitsubishi,1999,Indigo
WA1CGBFE0ED784469,Mercury,1997,Puce
1G4HP52KX44423107,Pontiac,1991,Violet
1N6AA0CC9EN997871,Mazda,2011,Mauv
1GYS4BEF6ER736122,Chrysler,2000,Yellow
WAUFFAFM1CA622076,Nissan,2010,Red
WBAKB83509C947038,,,
1GYUKGEF7AR820312,Kia,2005,Fuscia
JM1NC2LF2C0874962,,,Maroon
5LMJJ2H59AE897796,Audi,2009,Yellow
WBXPC934X7W156761,Toyota,2012,Crimson
SAJWA4DC5FM986812,Ford,1996,Goldenrod
1HGCP2F33CA149380,Subaru,1994,Pink
5GAKRAED2BJ454362,Chevrolet,2003,Khaki
2LMHJ5AR6BB396737,Volkswagen,2013,Purple
1D7RW2GKXAS309480,Nissan,1995,Goldenrod
1C4RDHAG6EC838609,Volvo,2008,Violet
3D73Y3HL3BG985386,,,Goldenrod
WAUKH98E76A286273,Mazda,1998,Khaki
WBAEU33464P072471,Hyundai,2009,Mauv
5N1AN0NW6FN569672,GMC,1992,Aquamarine
WBA3B3G55DN890351,GMC,1998,Turquoise
KMHTC6ADXDU797117,Subaru,2006,Green
1G6DG5EG3A0493757,Nissan,2000,Mauv
WBAWB3C52AP139498,Chevrolet,2001,Purple
3D7JV1EP1BG956125,Volvo,2007,Yellow
3N1AB7AP3FY214260,Toyota,1997,Aquamarine
JN1CV6FE9BM304544,Mercury,2005,Crimson
KMHCT4AE5CU465288,Ford,1991,Goldenrod
JN8AZ2KR4ET548014,Chevrolet,2009,Yellow
WDCGG5GB0AF572614,Saturn,2005,
1G6DK5EY2B0293770,Isuzu,1996,Yellow
SALAK2V61FA624716,Scion,2005,Puce
5UXWX9C55D0966141,Mercury,1996,
WAUA2AFD8EN566297,Nissan,2004,Crimson
JN1AZ4EH6CM534362,Mercedes-Benz,1990,
WAUJGBFC7DN304588,Hyundai,1993,Aquamarine
WAU2GAFC0CN773681,Toyota,2006,Yellow
KMHDB8AE9BU198833,GMC,2008,Teal
5N1AR2MM6FC996846,Chevrolet,2008,Purple
1ZVBP8AN4A5447350,Ford,2013,Green
3VW8S7AT6FM448440,Chevrolet,1995,
WAUVC58E53A098321,,,Crimson
WAUGL98E58A402805,Lincoln,2010,Yellow
JTMHY7AJ3A4237006,Subaru,2009,
1G4GA5GC6BF706782,,,Purple
1B3CC1FB5AN761437,,,
WBAFR9C51DC899089,Eagle,1995,Goldenrod
WAUDH74F17N940934,Lexus,2001,Maroon
5N1AA0ND3EN591380,Dodge,2000,Blue
WAUVC68E24A525090,Studebaker,1962,Khaki
KMHTC6AD3EU782718,,,Fuscia
SALVP2BG8FH186509,Suzuki,1995,Green
WAUDF68E45A744413,,,Blue
WAUKH78E07A816640,Hyundai,2012,Red
2C3CDZAT3FH688079,Ford,1909,Green
1G4HD57256U603681,Honda,1984,Blue
WAUAF78E76A792952,,,Pink
1G6DD67V380720787,Isuzu,1995,
2T1BU4EE3BC236661,Ford,2005,Khaki
1GKS2GEJ7CR902646,Oldsmobile,2001,Teal
WA1CMAFE5CD339550,Chevrolet,2010,Khaki
WA1AV74L19D977263,Jeep,2002,Yellow
WBALX3C53CC329406,Chrysler,1998,Red
WBAGN63443D688659,Chevrolet,2011,Khaki
WBAVM1C50DV854242,Buick,1994,Crimson
JM1NC2EF2A0561355,Volkswagen,2011,Orange
WBAPL5C57BA217582,Plymouth,1998,Pink
1G6DX67DX60725240,Toyota,1996,Indigo
KNADM4A30D6536114,Volvo,2005,Blue
3D73M3CL5AG094081,Mazda,2009,Puce
WBALL5C54CE686069,Buick,2001,
TRUDD38J981971515,Lincoln,1995,
SAJWA4FB9DL846009,Toyota,2010,
5UXZV8C54BL991475,Chevrolet,2000,Crimson
3D73Y4EL0BG099522,,,Indigo
1FBAX2CM3FK962141,Infiniti,2010,Green
19VDE1F79DE374819,BMW,2005,Violet
JTHBE1KS9B0348086,Volvo,2002,Pink
WDDHF7GB1EA268399,Chevrolet,2003,
WBAFR7C5XBC363100,Mazda,1993,
3FADP0L36BR934773,Lotus,1993,Turquoise
1FTEW1CMXBK931201,Chevrolet,2001,
JTEBU5JRXA5392606,Volkswagen,2002,Teal
JTEBW3EH5A2811737,GMC,1997,Crimson
4T1BK3DB8BU805297,Ford,2007,Green
WBADN63493G469343,Volvo,2005,Violet
5UXZV4C53DL024822,Nissan,1998,Puce
1FTMF1CW3AK834918,,,Pink
WA1LGAFE8FD129276,Ford,2000,Red
1GTC5MF91B8233756,Isuzu,1992,Violet
WAUNF78P08A995221,GMC,2005,Goldenrod
WBA3A5C56DJ461473,,,Goldenrod
2C3CDXCT7EH045265,Suzuki,1985,
1FTWX3B56AE497265,Ford,2002,Goldenrod
3VW507AT5FM106521,Infiniti,2009,Blue
JN1AZ4EH7AM007525,,,
1FTEX1CM3DF255859,Chevrolet,2010,Crimson
1GYS3JEF8CR778947,Chevrolet,1995,Teal
WVGAV7AX9BW515486,GMC,1994,Green
WAULD54B04N994097,Volkswagen,1988,Pink
WBAKF3C56BE981132,Chevrolet,2005,Orange
1FTMF1CW2AF148832,Chevrolet,1978,Violet
5LMJJ3H53BE443941,Volkswagen,2008,Crimson
2D4RN5D17AR800684,,,
5NPDH4AE2DH620384,Plymouth,1993,Maroon
SCBBB7ZH4DC857742,Infiniti,2006,Blue
1G6AB5SA2F0116541,Chevrolet,2004,Red
3GYFNAE37CS224653,Audi,1995,Green
1FTEX1C80AF699439,GMC,1997,Mauv
JH4KA96694C112045,Lexus,2003,Crimson
WAU4FAFR7BA776213,,,
WVGEF9BP1DD940059,Plymouth,2001,Khaki
WAUDT94F75N092839,Mitsubishi,2004,Blue
1G4PR5SK2D4622979,Toyota,2011,Maroon
5J6YH1H37AL236994,Toyota,1993,Purple
SCFAD02A88G016899,GMC,2004,
JM1NC2JF2C0967466,Maserati,1986,
5TFBW5F17AX177058,Ford,2000,Red
1N4CL2AP0BC855915,Cadillac,2010,Orange
JN1CV6FE9EM436336,Jeep,1994,Pink
WAUVFAFH5AN168189,Toyota,2009,
1G4CW54KX54477194,Volkswagen,1986,Crimson
JM3TB2MA2A0797608,Infiniti,2011,Fuscia
1N6AD0CW7FN492303,Nissan,2007,Aquamarine
1G4GA5GR6DF083106,Nissan,2009,Yellow
1G6AB5SX2F0663006,,,Maroon
JN8AS5MT9DW246584,Ford,2006,
WBAWR3C51AP146082,,,Aquamarine
WBAVC735X7K850422,Mazda,1987,Violet
ZHWGU6BZ8CL093121,Honda,1999,Yellow
5N1AZ2MH0FN072667,Chevrolet,1994,Blue
2D4RN4DG8BR904911,,,Indigo
WAUKH94F98N946985,GMC,1996,Yellow
WAUNF98P08A348149,Chevrolet,2003,
5YMGZ0C50D0124391,Ford,2010,
JTHDU1EF8E5684197,Lexus,2012,Orange
2G4GT5GR6C9177620,Cadillac,2001,Turquoise
WBA6B4C50FD055453,Hyundai,2007,Fuscia
WBAKG1C51CJ498948,Buick,1995,Goldenrod
SCBCR63W24C006024,GMC,2007,Fuscia
3D4PG4FB7BT530534,Mercedes-Benz,2011,
1C4SDJCT1CC074510,Ford,1997,
WP0AA2A95AS254657,Nissan,2006,Indigo
WAULD54B54N261771,Nissan,1999,Goldenrod
WBASP4C51AC025117,,,Orange
1G6YX36D985034532,GMC,2004,Goldenrod
3N1AB7AP3FL152551,Lexus,2010,
3D73Y4CL4BG096822,Nissan,2007,Mauv
5XYKT3A18DG680769,Subaru,2000,Indigo
WAUVT58E95A193029,GMC,1995,Purple
1VWAH7A36DC617242,Lamborghini,2007,Teal
1D7RW5GK1BS515127,Kia,2010,Yellow
5TDBCRFH2FS591813,Honda,2012,Teal
WBA3X5C54ED476195,Chrysler,2007,
WBANU5C56AB612611,Land Rover,2009,Mauv
WA1CFAFP5DA749747,Mitsubishi,2001,Crimson
1FTNS1EW6AD159633,Ford,1995,Yellow
1GYS3JEF8CR470838,GMC,2002,Green
1G6DH1E33E0509707,Buick,1989,Green
JH4DC231X1S270639,BMW,2005,Violet
YV1672MC9AJ720182,Isuzu,2002,Yellow
JM3TB2BV4E0319329,Nissan,2007,Green
2B3CJ5DT9AH851529,Jaguar,2005,Crimson
JTHBL1EF5A5457456,Mercedes-Benz,1984,
WBAFR9C51CD147806,Chevrolet,1993,Violet
3GYFK66N83G618168,Pontiac,1967,Turquoise
3D7JB1EK9AG186445,Chevrolet,1971,Red
1GYS4GEF3BR859689,Volkswagen,2012,Green
19UYA42481A795433,Mitsubishi,2010,Crimson
JN1EY1AP2EM549038,Rolls-Royce,2012,Puce
19XFA1E8XAE224106,Dodge,1998,Violet
1G4PP5SK1D4540926,Suzuki,1989,
1N6AA0CAXBN389190,Land Rover,1997,Goldenrod
1FTSX2A59AE217722,GMC,2002,Fuscia
5GADV23L35D713318,Volkswagen,1995,Aquamarine
5N1AR1NBXCC223560,,,Aquamarine
JN1CV6EK1BM273474,Mazda,1989,Fuscia
JN8AZ1FY9DW750663,Pontiac,1990,Purple
WAUAT48H33K023548,Pontiac,1995,Mauv
JN8AF5MR3DT974220,Oldsmobile,1992,Mauv
WBAVD53538A969079,Chrysler,2002,Khaki
19XFB4F29DE694057,,,Red
WBALZ5C57CC315921,BMW,2010,Blue
SALWR2VF1FA052094,Chevrolet,2010,Crimson
3N1CN7AP4EL669663,,,Teal
3VWF17AT1FM812158,Acura,1997,Green
3D7LT2ET3AG023309,Porsche,1992,Red
SCFAD01A16G566394,Mercedes-Benz,1992,Indigo
5UXWX7C52EL594827,Lamborghini,2006,
1N6BF0KX5FN889064,Mercury,1990,Aquamarine
WAUEKBFB0BN436189,Buick,1988,
WBAKA4C52CC631739,Honda,2008,Green
5GAKVAED7CJ796466,Audi,2009,Khaki
1FBNE3BL5ED033853,Dodge,2010,
WAULD64B52N742462,Mitsubishi,1994,Yellow
WAUSF98EX8A894023,Land Rover,1992,
TRUUT28N651245557,GMC,2004,Crimson
WVWAP7ANXDE194662,Pontiac,2000,Teal
WBADW7C54BE955127,Buick,1991,Fuscia
4JGDA2EB3DA311812,Toyota,2011,Teal
KMHEC4A43DA604255,,,Yellow
4T1BD1FK9EU303589,Volkswagen,1986,
WAUJT68E33A526102,BMW,2008,Green
JTHBF5C28D5996527,GMC,1996,Fuscia
WDDGF4HB2EA476655,Ford,2000,Fuscia
WBAEJ13492A946079,Kia,1996,
WAULC68E02A616170,Honda,2009,Green
1GKS1AE00DR107866,Land Rover,2010,
5UXZV4C57CL458904,,,Aquamarine
5UMDU934X6L422000,Suzuki,1993,
1FTEW1CM3BK340241,Mitsubishi,1993,Aquamarine
SCBFH7ZA9FC387830,Subaru,1995,Crimson
5N1AL0MM4FC780290,Dodge,1992,Red
WVGEG9BP9CD712306,Saturn,1994,Khaki
3C4PDDBG4FT998623,Chevrolet,2003,Red
3VW517AT3FM527618,GMC,2010,Mauv
1C4RDHEG8CC026218,Hyundai,2007,Crimson
5TDDK3DC0BS483488,Pontiac,1987,Aquamarine
WAUHF98P56A099101,Chevrolet,2010,Goldenrod
JH4CL95856C563414,Hyundai,2002,Mauv
3N1BC1CP8CK654775,Ram,2012,Blue
WAUFFAFL0AA850851,Volvo,2001,Goldenrod
1C4SDJCT7DC697082,Ram,2011,Puce
KMHHT6KD0AU635870,Honda,2003,Khaki
2C3CCAEG0DH428396,Suzuki,2010,Orange
WAUHFBFL2CN198731,Mitsubishi,1999,
SCFLDCFP3EG859106,Pontiac,2002,Maroon
JN8AZ2KR9CT598873,Scion,2012,Fuscia
3C4PDCBBXDT918592,,,Purple
1FTEW1CM9CF771497,Toyota,1999,Aquamarine
JN1CV6EL3FM767284,Ford,2004,Turquoise
5FNRL3H26AB127683,Jaguar,2005,Goldenrod
1G6DC67A590564303,Buick,1999,Orange
WAUBF48H48K250282,Mazda,2000,Indigo
3N1AB7AP2FL605011,Ford,1967,Aquamarine
JTHBB1BA7C2559390,Mazda,2010,Khaki
4T1BF1FKXFU522668,Lincoln,1995,Crimson
1GYS3TKJ3FR563372,Mercury,1995,Aquamarine
WBAUT9C58CA820827,Infiniti,2008,Pink
WAUAC48H95K398931,Honda,2007,Yellow
WAUKF78E88A306303,Mercury,2005,Goldenrod
5XYZG3ABXBG802623,GMC,2011,Green
1G6ET12942B708275,Chevrolet,1995,Fuscia
YV140MAKXF1060020,Toyota,2002,Teal
1FMCU4K38BK654289,Chevrolet,1997,Indigo
WA1CMAFE1BD223695,GMC,2005,Yellow
SCBDR3ZA7AC262489,Isuzu,2003,Khaki
1G6DP577160862667,Eagle,1996,Fuscia
WAUEH74F17N177589,GMC,2007,
19UUA9F22EA381493,Chevrolet,2004,Turquoise
WBANA73505C972185,Mercedes-Benz,1999,Goldenrod
WBAEB53509C007902,Chevrolet,1993,Khaki
1N6AF0KX0FN416927,Mazda,2001,Blue
2T1KU4EEXBC201308,Saab,1990,Crimson
1N6AA0EC1FN056767,Ford,1984,Yellow
WAUFFAFL2EA279899,Audi,1995,Khaki
SCFAD02A95G522236,Honda,1996,
5GADV23L15D659968,Land Rover,2002,Khaki
1G6KF57993U488762,Infiniti,2012,Pink
1GKS2GEJ2CR033485,Lexus,1997,
JTJBM7FX2B5609958,Porsche,2004,Green
1FMCU0C76CK225194,GMC,2006,Violet
1G4GC5EG5AF854355,Volkswagen,2010,Orange
19UUA9F79CA248030,Mitsubishi,1998,Aquamarine
KNAGN4AD8F5209634,Mitsubishi,2002,Red
WAUKH74F57N379886,BMW,2008,Fuscia
4T1BF3EK0AU084622,Toyota,2001,Orange
JTHFE2C2XA2562805,Nissan,2009,Violet
WBAYB6C59ED296270,Chevrolet,2005,Indigo
1G4GG5E33DF567604,Nissan,2006,
2G4WF521931494925,Audi,2001,Fuscia
JM1NC2JF7D0330316,Plymouth,1993,Purple
WAUHGAFC7FN720541,Mazda,1993,Yellow
WAUGFAFR0EA111753,Chevrolet,1998,Indigo
3LNDL2L32BR451648,Mazda,2006,Crimson
JH4CU26609C691744,Toyota,1995,Teal
WBAHN03508D141566,Hyundai,2003,Fuscia
19UUA65504A227731,Mercedes-Benz,1984,
JTDKN3DP1C3194334,Chrysler,2000,Orange
JN1CV6AP6CM730265,Toyota,1994,Yellow
3GYFNBE31CS034000,Pontiac,1990,Aquamarine
JH4DC53092C668221,Ford,2012,Red
SAJWA0FB9BL506428,Ford,2011,Maroon
SCFEFBBC4AG915693,Toyota,2007,Red
SCBBR9ZA3AC592849,Porsche,1990,Purple
SCFEBBAK1BG638409,Chevrolet,2009,
WAUKG98E76A948260,Mitsubishi,1994,Fuscia
JN8AS5MT7DW363354,BMW,2003,
2G4WC582591614544,,,Puce
WAUNF98P77A140560,Nissan,2012,Blue
WAUBH74FX6N799979,Hyundai,2006,
WAUDL74F45N722885,Porsche,1970,Red
WA1CMAFE3AD112676,GMC,1993,
5TFBY5F15BX882369,,,Red
19XFA1E37AE219451,Buick,1995,Crimson
3C63DRNL6CG453569,Mercedes-Benz,2005,Aquamarine
1FTNS2EW8AD500827,Ford,1993,Maroon
SALGS2EF6EA105301,Jeep,2009,Fuscia
2T2BC1BA2FC550659,Toyota,2001,Red
WA1LFAFP8DA256628,Mazda,2012,Aquamarine
5GAKRBED8BJ186696,Saturn,2007,Pink
JN1AV7AP8FM058677,Mitsubishi,1987,Red
1FTEW1CF1FK616696,Volkswagen,2012,
WBANF33557C493659,Chevrolet,2008,Green
WAUNE78P28A106244,Infiniti,1995,Crimson
WBAEB53599C370859,Mercedes-Benz,2010,Green
WAUHFAFL4CA007456,Dodge,1995,Red
WAUDH78E18A196987,,,Purple
19XFA1E53AE131286,GMC,2002,Purple
19XFB2E54FE593172,BMW,1997,Yellow
1G6AJ1R35F0324643,Chevrolet,2008,Purple
WAUMFAFL5DN040278,Lexus,2012,Purple
3D73Y3CL2AG870977,Toyota,2005,Violet
SCFFDABM5EG791663,Chevrolet,1994,Goldenrod
WAUAGAFDXDN649424,Chevrolet,1996,Green
1GYEK63N75R967163,Toyota,1994,Fuscia
WBAHL83566D016413,Mazda,2007,Turquoise
WAUFGBFB2AN857173,Mitsubishi,1986,Khaki
WBAWC7C5XAE160244,Ford,1998,Pink
5UXWX9C52E0367201,Subaru,2007,Khaki
1GYS4AEF2BR113800,GMC,2009,Indigo
1FTEX1CM4BF547744,Mercedes-Benz,1986,Green
3C3CFFJH2ET486960,,,Purple
WDBSK7AA7BF486971,Toyota,1993,Indigo
1B3AZ6EZ3AV400015,Mercury,1992,
WBAPK7C56BA076972,,,Puce
1GYFC43559R459138,Dodge,2003,
WBA3B1G51EN773520,Volkswagen,1986,Crimson
WBAUU3C53AA225374,Dodge,1998,Yellow
1FTEX1CM7DK418598,Dodge,1998,Pink
1G6AJ5SX2E0231842,Audi,2010,Purple
5FRYD3H92GB253262,Oldsmobile,2002,Teal
2D4RN4DGXBR447129,Toyota,2001,Violet
1N6AA0EC5EN511764,,,
1FTEW1CWXAK198826,GMC,1994,Khaki
19UUB2F7XFA734483,Toyota,2011,Pink
4T1BD1FK8EU884633,Honda,1996,
WAULT68E94A803295,Volkswagen,1997,Goldenrod
1GKS1HE08BR230823,,,Blue
3VWML7AJ8EM462820,Buick,2007,
WP0AA2A97AS365355,Toyota,2006,
